,TransactionDate,ReportedDateTime,Company,Symbol,InsiderRelationship,SharesTraded,AveragePrice,TotalAmount,SharesOwned,Filing
160,2020-11-27Sale,2020-12-018:56 pm,Liquidia Corp,LQDA,Eshelman Ventures LLCESHELMAN FREDRIC N10% Owner,400,$3.13,"$1,252","6,570,169(IndirectDirect)",View
161,2020-11-27Sale,2020-12-019:25 pm,JACOBS ENGINEERING GROUP INC,J,Tyler Michael RVP,"9,330",$106.16,"$990,473","24,363(Direct)",View
162,2020-11-27Sale,2020-12-019:29 pm,JACOBS ENGINEERING GROUP INC,J,DEMETRIOU STEVEN J.CEOChairman,"60,000",$106.54,"$6,392,629","486,836(Direct)",View
163,2020-11-27Sale,2020-12-019:34 pm,BioCardia Inc.,BCDA,Altman PeterCEO,"3,200",$2.3062,"$7,380","207,400(Direct)",View
164,2020-11-27Sale,2020-12-019:38 pm,LEVI STRAUSS & CO,LEVI,Haas Robert D.10% Owner,"125,738",$18.79,"$2,362,296",0(Indirect),View
165,2020-11-27Sale,2020-12-019:43 pm,Axonics Modulation Technologies Inc.,AXNX,Woock JohnChief Marketing Officer,"10,000",$44.67,"$446,717","67,348(Direct)",View
166,2020-11-30Sale,2020-12-0207:25 am,AFLAC INC,AFL,Daniels James ToddCFO,"6,809",$44.61,"$303,763","41,373(IndirectDirect)",View
167,2020-12-01Sale,2020-12-0209:12 am,County Bancorp Inc.,ICBK,MILLER MARK ANDREWSECRETARY,"13,841",$21.5,"$297,582",0(IndirectDirect),View
168,2020-11-30Sale,2020-12-0209:17 am,CARNIVAL CORP,CCL,ARISON MICKY MEIRChairman10% Owner,"5,000,000",$20.58,"$102,910,102","80,736,448(Indirect)",View
169,2020-11-30Sale,2020-12-0209:24 am,CARNIVAL CORP,CCL,MA 1994 B SHARES LPSee remarks,"5,000,000",$20.58,"$102,910,102","80,736,448(Direct)",View
170,2020-12-01Sale,2020-12-0209:25 am,CME GROUP Inc,CME,GEPSMAN MARTIN JDirector,800,$178.6,"$142,880","29,817(Direct)",View
171,2020-12-01Sale,2020-12-0209:59 am,NISOURCE Inc,NI,Anderson ShawnSVP & Chief Strategy & Risk,550,$24.57,"$13,513","20,553(IndirectDirect)",View
172,2020-11-30Sale,2020-12-0210:28 am,SEI INVESTMENTS CO,SEIC,WEST ALFRED P JR10% Owner,"129,460",$53.43,"$6,917,292","9,352,517(Direct)",View
173,2020-12-01Sale,2020-12-0210:48 am,DEERE & CO,DE,CAMPBELL RYAN DCFO,"14,413",$263.22,"$3,793,790","6,815(Direct)",View
174,2020-12-01Sale,2020-12-0210:49 am,LITTELFUSE INC,LFUS,ZOMMER NATHANDirector,"7,500",$241.63,"$1,812,218","289,845(Direct)",View
175,2020-12-02Sale,2020-12-0210:54 am,XBiotech Inc.,XBIT,BAY STREET FINANCIAL S.A.10% Owner,"182,836",$18.42,"$3,367,839","3,154,548(Direct)",View
176,2020-12-01Sale,2020-12-0211:03 am,Macquarie Global Infrastructure Total Return Fund Inc.,MGU,Frishberg BradPortfolio Manager,"7,194",$20.56,"$147,896","3,083(Direct)",View
177,2020-12-01Sale,2020-12-0211:10 am,LOEWS CORP,L,BOWER JOSEPH LDirector,70,$43.04,"$3,013","11,581(Direct)",View
178,2020-12-01Sale,2020-12-0211:23 am,LOEWS CORP,L,DIKER CHARLES MDirector,139,$43.05,"$5,984","11,616(Direct)",View
179,2020-12-01Sale,2020-12-0211:26 am,LOEWS CORP,L,FRIBOURG PAUL JDirector,139,$43.06,"$5,985",0(Direct),View
180,2020-12-01Sale,2020-12-0211:28 am,LOEWS CORP,L,HARRIS WALTER LDirector,139,$43.06,"$5,985","14,616(Direct)",View
181,2020-12-01Sale,2020-12-0211:31 am,LOEWS CORP,L,LASKAWY PHILIP ADirector,139,$43.06,"$5,985","5,406(IndirectDirect)",View
182,2020-11-30Sale,2020-12-0211:52 am,FASTENAL CO,FAST,Jansen James CVP,"35,000",$49.5,"$1,732,577","25,176(IndirectDirect)",View
183,2020-12-01Sale,2020-12-0211:58 am,CHASE CORP,CCF,CHASE ADAMCEO,"1,250",$109.86,"$137,325","194,843(IndirectDirect)",View
184,2020-12-01Sale,2020-12-0212:01 pm,M.D.C. HOLDINGS Inc,MDC,WOOLSEY STACI MCAO,271,$47.35,"$12,832","4,087(Direct)",View
185,2020-11-30Sale,2020-12-0212:18 pm,UNIFIRST CORP,UNF,CROATTI CYNTHIAVP10% Owner,"1,216",$188.37,"$229,058","5,473(IndirectDirect)",View
186,2020-11-30Sale,2020-12-0212:19 pm,UNIFIRST CORP,UNF,Croatti Michael AVP,"1,286",$188.37,"$242,244","5,122(IndirectDirect)",View
187,2020-11-30Sale,2020-12-0212:49 pm,CIENA CORP,CIEN,MOYLAN JAMES E JRCFO,"2,000",$44.51,"$89,020","316,293(Direct)",View
188,2020-12-01Sale,2020-12-021:11 pm,NETGEAR Inc,NTGR,LO PATRICK CSCEO,"17,268",$32.68,"$564,318","99,620(IndirectDirect)",View
189,2020-12-01Sale,2020-12-021:24 pm,AMKOR TECHNOLOGY Inc,AMKR,Rutten Guillaume Marie JeanCEO,"46,875",$15,"$703,125","375,000(Direct)",View
190,2020-11-30Sale,2020-12-022:05 pm,WESTINGHOUSE AIR BRAKE TECHNOLOGIES CORP,WAB,Faiveley ErwanDirector,"20,000",$73.08,"$1,461,600","5,745,561(IndirectDirect)",View
191,2020-12-01Sale,2020-12-022:43 pm,LAM RESEARCH CORP,LRCX,Vahedi VahidVP,"2,770",$466.35,"$1,291,776","30,841(Direct)",View
192,2020-12-02Sale,2020-12-022:48 pm,DONEGAL GROUP INC,DGICA,JACOBSEN JEFFREY ALANVP,452,$14.05,"$6,351",100(IndirectDirect),View
193,2020-12-01Sale,2020-12-023:32 pm,CME GROUP Inc,CME,Holzrichter JulieCOO,"3,188",$180,"$573,840","37,433(Direct)",View
194,2020-11-30Sale,2020-12-023:45 pm,SOLAREDGE TECHNOLOGIES Inc,SEDG,Prishkolnik RachelVP,"3,909",$279.23,"$1,091,497","25,303(Direct)",View
195,2020-12-01Sale,2020-12-023:46 pm,SOLAREDGE TECHNOLOGIES Inc,SEDG,Adest MeirVP,"5,000",$274.42,"$1,372,078","302,726(Direct)",View
196,2020-12-01Sale,2020-12-023:48 pm,COMPUTER PROGRAMS & SYSTEMS INC,CPSI,DOUGLAS JOHN B JRCEO,"1,000",$28.59,"$28,590","233,307(IndirectDirect)",View
197,2020-12-01Sale,2020-12-023:49 pm,TTM TECHNOLOGIES INC,TTMI,Hardwick William KentVP,"1,500",$13.31,"$19,965","78,154(Direct)",View
198,2020-12-01Sale,2020-12-023:50 pm,COMPUTER PROGRAMS & SYSTEMS INC,CPSI,DYE DAVID AChief Growth Officer,"1,000",$28.53,"$28,530","73,237(IndirectDirect)",View
199,2020-08-25Sale(A),2020-12-023:55 pm,INPHI Corp,IPHI,MCWILLIAMS BRUCE MDirector,100,$117.68,"$11,768","39,631(Direct)",View
