,TransactionDate,ReportedDateTime,Company,Symbol,InsiderRelationship,SharesTraded,AveragePrice,TotalAmount,SharesOwned,Filing
161,2020-12-01Sale,2020-12-035:57 pm,Zentalis Pharmaceuticals Inc.,ZNTL,Bunker Kevin D.COO,"8,420",$52.96,"$445,883","84,200(IndirectDirect)",View
162,2020-12-01Sale,2020-12-035:57 pm,Health Catalyst Inc.,HCAT,Llewelyn LindaChief People Officer,"3,459",$35.14,"$121,564","21,918(Direct)",View
163,2020-04-07Sale,2020-12-035:57 pm,Zentalis Pharmaceuticals Inc.,ZNTL,Johnson David MichaelDirector,"12,896",$51.39,"$662,747","101,752(Direct)",View
164,2020-12-01Sale,2020-12-035:57 pm,Health Catalyst Inc.,HCAT,Orenstein Daniel H.General Counsel,"10,000",$35.09,"$350,906","30,000(Direct)",View
165,2020-12-01Sale,2020-12-035:57 pm,Health Catalyst Inc.,HCAT,Burton Daniel D.CEO,"21,609",$35.21,"$760,913","190,297(Direct)",View
166,2020-12-01Sale,2020-12-035:57 pm,Health Catalyst Inc.,HCAT,Nelli James Patrick Jr.CFO,"45,000",$35.05,"$1,577,111","75,848(Direct)",View
167,2020-12-01Sale,2020-12-035:57 pm,Health Catalyst Inc.,HCAT,Horstmeier PaulCOO,"19,314",$35.12,"$678,353","72,690(Direct)",View
168,2020-12-01Sale,2020-12-036:00 pm,Stoke Therapeutics Inc.,STOK,Nash Huw M.COO,"5,700",$49.84,"$284,080",0(Direct),View
169,2020-12-01Sale,2020-12-036:01 pm,Phathom Pharmaceuticals Inc.,PHAT,Nabulsi AzmiCOO,"14,500",$44.74,"$648,688","838,200(Indirect)",View
170,2020-12-01Sale(M),2020-12-036:01 pm,Match Group Inc.,MTCH,MCINERNEY THOMASDirector,"12,325",$0.01153,$142,"326,287(Direct)",View
171,2020-12-03Sale,2020-12-036:01 pm,COHERENT INC,COHR,SKAGGS STEPHEN ADirector,500,$125,"$62,500","13,662(Direct)",View
172,2020-12-02Sale,2020-12-036:02 pm,COHERENT INC,COHR,Fletcher PamelaDirector,"1,590",$125,"$198,750","3,738(Direct)",View
173,2020-12-01Sale,2020-12-036:03 pm,TPI COMPOSITES INC,TPIC,Weiss Daniel GDirector,"61,376",$42.5,"$2,608,758","54,855(IndirectDirect)",View
174,2020-12-01Sale,2020-12-036:03 pm,iRhythm Technologies Inc.,IRTC,Vort David AVP,"5,000",$242,"$1,209,993","15,602(Direct)",View
175,2020-12-01Sale,2020-12-036:05 pm,Syndax Pharmaceuticals Inc,SNDX,Metzger Michael ACOO,"15,000",$22.97,"$344,513","17,659(Direct)",View
176,2020-12-01Sale,2020-12-036:06 pm,ESTABLISHMENT LABS HOLDINGS Inc,ESTA,Dada Santos SalvadorCOO,"13,001",$27.4,"$356,218","134,660(Direct)",View
177,2020-12-01Sale,2020-12-036:09 pm,MAXIM INTEGRATED PRODUCTS INC,MXIM,Preeshl BryanVP,"9,271",$84.61,"$784,419","14,314(Direct)",View
178,2020-12-01Sale,2020-12-036:09 pm,MYR GROUP Inc,MYRG,KOERTNER WILLIAM ADirector,"16,697",$51.69,"$863,126","187,026(Direct)",View
179,2020-12-01Sale,2020-12-036:09 pm,PHOTRONICS INC,PLAB,Progler Christopher JCTO,"8,340",$11.78,"$98,270","113,733(Direct)",View
180,2020-11-30Sale,2020-12-036:10 pm,ADOMANI Inc,ADOM,Reynolds James L.CEO,"500,000",$0.7442,"$372,100","10,224,101(Direct)",View
181,2020-12-01Sale,2020-12-036:12 pm,Shockwave Medical Inc.,SWAV,PUCKETT DANCFO,"2,000",$94.36,"$188,718","37,308(Direct)",View
182,2020-12-03Sale,2020-12-036:14 pm,PROOFPOINT INC,PFPT,Willy AshanVP,"2,500",$107.66,"$269,159","1,966(Direct)",View
183,2020-12-01Sale,2020-12-036:16 pm,Chicken Soup for the Soul Entertainment Inc.,CSSE,Greenhaven Road Investment Management L.P.MVM Funds LLCGreenhaven Road Capital Fund 1 L.P.Greenhaven Road Capital Fund 2 L.P.Miller Scott Stewart10% Owner,"4,680",$16.7,"$78,143","285,462(Indirect)",View
184,2020-12-03Sale,2020-12-036:18 pm,AssetMark Financial Holdings Inc.,AMK,Chafkin Jeremiah HCIO,"9,893",$23.53,"$232,782","420,112(Direct)",View
185,2020-12-01Sale,2020-12-036:25 pm,Shake Shack Inc.,SHAK,Meyer Daniel HarrisDANIEL H. MEYER 2012 GIFT TRUST U/A/D 10/31/12MEYER AUDREY HMcQuinn Michael CDirector10% Owner,"125,000",$80.97,"$10,121,098","785,996(IndirectDirect)",View
186,2020-12-01Sale,2020-12-036:30 pm,MERCANTILE BANK CORP,MBWM,Worthington Robert T.COO,"3,500",$25.04,"$87,655","8,846(IndirectDirect)",View
187,2020-12-01Sale,2020-12-036:30 pm,Zentalis Pharmaceuticals Inc.,ZNTL,VIKING GLOBAL INVESTORS LPViking Global Opportunities Illiquid Investments Sub-Master LPViking Global Opportunities Portfolio GP LLCViking Global Opportunities GP LLCHALVORSEN OLE ANDREASOtt David C.Shabet Rose Sharon10% Owner,"500,000",$50.5,"$25,250,000","3,943,284(Indirect)",View
188,2020-12-03Sale,2020-12-036:31 pm,MICRON TECHNOLOGY INC,MU,Deboer Scott JVP,"10,000",$70.72,"$707,200","138,722(Direct)",View
189,2020-12-01Sale,2020-12-036:31 pm,CURO Group Holdings Corp.,CURO,BAKER WILLIAM CCOO,"71,409",$8.4849,"$605,898","347,348(Direct)",View
190,2020-12-02Sale,2020-12-036:32 pm,ETSY INC,ETSY,Fisher Michael TCTO,"5,209",$153.8,"$801,137","20,584(Direct)",View
191,2020-12-01Sale,2020-12-036:33 pm,Elastic N.V.,ESTC,Moorjani JaneshCFO,"14,732",$120.78,"$1,779,265","20,341(Direct)",View
192,2020-12-02Sale,2020-12-036:33 pm,ETSY INC,ETSY,Buckley MerileeCAO,907,$153.88,"$139,571",363(Direct),View
193,2020-12-02Sale,2020-12-036:34 pm,RAMBUS INC,RMBS,Kim JaeVP,"12,819",$16.13,"$206,792","106,644(Direct)",View
194,2020-12-01Sale,2020-12-036:34 pm,ETSY INC,ETSY,PATEL GOYAL KRUTIChief Product Officer,"8,153",$156.98,"$1,279,880","26,277(Direct)",View
195,2020-12-01Sale,2020-12-036:35 pm,GrubHub Inc.,GRUB,Drucker MargoChief Legal Officer Secretary,166,$69.8,"$11,587","4,453(Direct)",View
196,2020-12-01Sale,2020-12-036:36 pm,ETSY INC,ETSY,SCOTT RYAN M.Chief Marketing Officer,421,$156.95,"$66,075",0(Direct),View
197,2020-12-01Sale,2020-12-036:36 pm,GrubHub Inc.,GRUB,Hall Samuel PikeChief Product Officer,533,$69.8,"$37,203","4,383(Direct)",View
198,2020-12-01Sale,2020-12-036:38 pm,GrubHub Inc.,GRUB,Kucharski Brandt WalterPrin. Acct. Officer/Controller,103,$69.8,"$7,189",0(Direct),View
199,2020-12-01Sale,2020-12-036:42 pm,Intellia Therapeutics Inc.,NTLA,Rivera Jose EVP,"3,364",$38.21,"$128,525","48,708(IndirectDirect)",View
200,2020-12-01Sale,2020-12-036:45 pm,Resonant Inc,RESN,Kelly DylanCOO,"36,670",$2.1791,"$79,908","78,622(Direct)",View
201,2020-12-01Sale,2020-12-036:45 pm,LEVI STRAUSS & CO,LEVI,Haas Bradley J.10% Owner,"2,595",$18.94,"$49,159",0(Direct),View
202,2020-12-01Sale,2020-12-036:49 pm,HYCROFT MINING HOLDING CORP,HYMC,WHITEBOX ADVISORS LLC10% Owner,"96,411",$7.5223,"$725,234","12,003,088(Indirect)",View
203,2020-12-01Sale,2020-12-036:50 pm,LEVI STRAUSS & CO,LEVI,Haas Jennifer C.10% Owner,"2,279",$18.88,"$43,038",0(Direct),View
204,2020-12-01Sale,2020-12-036:52 pm,HIGH INCOME SECURITIES FUND,PCF,GOLDSTEIN PHILLIPDirector,"12,700",$8.4367,"$107,146","56,736(Direct)",View
205,2020-12-01Sale,2020-12-036:53 pm,VONAGE HOLDINGS CORP,VG,LALA VINODChief Strategy Officer,"37,500",$13.4,"$502,500","156,001(Direct)",View
206,2020-12-01Sale,2020-12-036:53 pm,Facebook Inc,FB,Newstead JenniferVP,310,$279.16,"$86,540","3,122(Direct)",View
207,2020-12-01Sale,2020-12-036:54 pm,AMCI Acquisition Corp.,AMCI,ADAGE CAPITAL PARTNERS GP L.L.C.Adage Capital Partners L.P.Adage Capital Advisors L.L.C.Atchinson RobertGross Phillip10% Owner,"1,018,465",$12.07,"$12,287,904","781,535(Indirect)",View
208,2020-12-03Sale,2020-12-036:59 pm,RELIANCE STEEL & ALUMINUM CO,RS,Lewis Karla RCFO,"9,280",$119.67,"$1,110,539","86,374(IndirectDirect)",View
209,2020-12-01Sale,2020-12-036:59 pm,Silk Road Medical Inc,SILK,Davis Andrew S.Chief Commercial Officer,"7,472",$56.63,"$423,112","19,802(Direct)",View
210,2020-12-03Sale,2020-12-037:00 pm,RELIANCE STEEL & ALUMINUM CO,RS,Koch Stephen PaulVP,"6,180",$119.67,"$739,579","12,749(IndirectDirect)",View
211,2020-12-01Sale,2020-12-037:02 pm,Resonant Inc,RESN,MCDERMUT MARTIN SCFO,"22,022",$2.1738,"$47,871","164,564(IndirectDirect)",View
212,2020-12-03Sale,2020-12-037:04 pm,RELIANCE STEEL & ALUMINUM CO,RS,Ajemyan ArthurVP,"2,275",$119.69,"$272,304","7,777(IndirectDirect)",View
213,2020-12-01Sale,2020-12-037:05 pm,Lemonade Inc.,LMND,Peters John SheldonCIO,"48,000",$69.76,"$3,348,422","98,537(Direct)",View
214,2020-12-01Sale,2020-12-037:10 pm,Lemonade Inc.,LMND,BIXBY TIMOTHY ECFO,"40,000",$69.69,"$2,787,570","280,000(Direct)",View
215,2020-12-01Sale,2020-12-037:14 pm,PENN NATIONAL GAMING INC,PENN,Snowden Jay ACEO,"183,440",$69.44,"$12,737,782","174,807(Direct)",View
216,2020-12-01Sale,2020-12-037:15 pm,PENTAIR plc,PNR,GLENN T MICHAELDirector,"4,225",$52.35,"$221,179","20,863(Direct)",View
217,2020-08-28Sale(A),2020-12-037:19 pm,ROKU INC,ROKU,Wood Anthony J.CEOChairman10% Owner,"100,000",$170.16,"$17,015,669","25,000(Indirect)",View
218,2020-12-01Sale,2020-12-037:20 pm,ROKU INC,ROKU,Wood Anthony J.CEOChairman10% Owner,"35,000",$285.6,"$9,996,063","25,000(IndirectDirect)",View
219,2020-12-01Sale,2020-12-037:21 pm,MACOM Technology Solutions Holdings Inc.,MTSI,OCAMPO JOHN LOCAMPO SUSANChairman10% Owner,"53,369",$45.32,"$2,418,856","3,220,242(Indirect)",View
220,2020-12-01Sale,2020-12-037:21 pm,ROKU INC,ROKU,KAY STEPHEN HVP,"68,603",$285.68,"$19,598,255","77,312(Direct)",View
221,2020-12-01Sale,2020-12-037:21 pm,Personalis Inc.,PSNL,Tachibana AaronCFO,"2,926",$27.76,"$81,226","175,682(Direct)",View
222,2020-12-01Sale,2020-12-037:23 pm,Personalis Inc.,PSNL,Chen RichardChief Scientific Officer,"40,293",$28,"$1,128,122","112,457(Direct)",View
223,2020-12-01Sale,2020-12-037:28 pm,Resonant Inc,RESN,Fenzi NealCTO,"12,945",$2.17,"$28,091","539,006(Direct)",View
224,2020-12-01Sale,2020-12-037:32 pm,Anterix Inc.,ATEX,Gangeri ElaineCAO,"1,018",$30.1,"$30,642","27,298(Direct)",View
225,2020-12-01Sale,2020-12-037:32 pm,QUIDEL CORP,QDEL,POLAN MARY LAKE PH DDirector,"11,000",$192.25,"$2,114,797","24,329(Direct)",View
226,2020-12-01Sale,2020-12-037:36 pm,POWER INTEGRATIONS INC,POWI,BRATHWAITE NICHOLASDirector,"16,000",$72.71,"$1,163,352","51,726(Direct)",View
227,2020-12-03Sale,2020-12-037:39 pm,RadNet Inc.,RDNT,HAMES NORMAN RPresident,"15,000",$18.95,"$284,250","477,067(Direct)",View
228,2020-12-01Sale,2020-12-037:40 pm,Arcutis Biotherapeutics Inc.,ARQT,Welgus Howard G.Director,"2,200",$25.98,"$57,155","179,844(IndirectDirect)",View
229,2020-12-01Sale,2020-12-037:47 pm,Atomera Inc,ATOM,BIBAUD SCOTT A.CEO,"6,782",$9.5,"$64,429","282,065(Direct)",View
230,2020-12-01Sale,2020-12-037:48 pm,Atomera Inc,ATOM,Laurencio FrancisSee Remarks,"4,208",$9.4893,"$39,931","69,051(Direct)",View
231,2020-12-01Sale,2020-12-037:49 pm,Atomera Inc,ATOM,Mears Robert JCTO,"4,285",$9.486,"$40,648","140,294(IndirectDirect)",View
232,2020-12-01Sale,2020-12-037:49 pm,Atomera Inc,ATOM,Trautmann ErwinDirector,456,$9.5,"$4,332","97,740(Direct)",View
233,2020-12-01Sale,2020-12-037:50 pm,CHEGG INC,CHGG,Lem EstherCHIEF MARKETING OFFICER,"2,263",$76.66,"$173,482","152,582(Direct)",View
234,2020-12-01Sale,2020-12-037:51 pm,CHEGG INC,CHGG,FILLMORE JOHN PAULPresident,"1,321",$75.55,"$99,802","131,832(Direct)",View
235,2020-12-01Sale,2020-12-037:52 pm,BWX Technologies Inc.,BWXT,FEES JOHN ADirector,"34,384",$56.68,"$1,948,834","45,578(Direct)",View
236,2020-12-01Sale,2020-12-037:53 pm,BWX Technologies Inc.,BWXT,Geveden Rex DCEO,"3,000",$57.3,"$171,900","92,837(Direct)",View
237,2020-12-01Sale,2020-12-037:54 pm,Zymeworks Inc.,ZYME,HAUSMAN DIANAChief Medical Officer,"18,968",$55.19,"$1,046,803","3,718(IndirectDirect)",View
238,2020-12-01Sale,2020-12-037:55 pm,BWX Technologies Inc.,BWXT,Loving Richard WCAO,300,$57.3,"$17,190","13,103(IndirectDirect)",View
239,2020-12-01Sale,2020-12-037:56 pm,APPFOLIO INC,APPF,Walker JonathanCTO,"30,000",$159.61,"$4,788,197","3,728(Indirect)",View
240,2020-12-01Sale,2020-12-038:01 pm,Trade Desk Inc.,TTD,VOBEJDA SUSANChief Marketing Officer,"5,701",$871.83,"$4,970,300","22,477(Direct)",View
241,2020-12-02Sale,2020-12-038:02 pm,Walt Disney Co,DIS,WOODFORD BRENTVP,"5,000",$153.85,"$769,250","34,620(IndirectDirect)",View
242,2020-12-01Sale,2020-12-038:02 pm,VOCERA COMMUNICATIONS Inc,VCRA,LANG BRENT D.CEOChairman,"14,336",$34.56,"$495,517","504,738(IndirectDirect)",View
243,2020-12-01Sale,2020-12-038:02 pm,Walt Disney Co,DIS,Parker Mary JayneSEVP and Chief HR Officer,"9,731",$152.99,"$1,488,746",0(IndirectDirect),View
244,2020-12-01Sale,2020-12-038:04 pm,Progyny Inc.,PGNY,Anevski PeterCOO,"63,000",$36.3,"$2,286,704","189,000(IndirectDirect)",View
245,2020-12-01Sale,2020-12-038:04 pm,Trade Desk Inc.,TTD,Paley Eric BDirector,"1,500",$884.58,"$1,326,863","18,000(IndirectDirect)",View
246,2020-12-01Sale,2020-12-038:05 pm,Progyny Inc.,PGNY,Schlanger David JCEO,"120,000",$36.29,"$4,355,108","100,010(Indirect)",View
247,2020-12-01Sale,2020-12-038:22 pm,FLEX Ltd,FLEX,OFFER DAVID SCOTTVP,"21,890",$16.56,"$362,514","509,196(IndirectDirect)",View
248,2020-12-01Sale,2020-12-038:23 pm,CrowdStrike Holdings Inc.,CRWD,OLEARY DENISDirector,"25,000",$148.21,"$3,705,137","1,785(Direct)",View
249,2020-12-01Sale,2020-12-038:24 pm,Dicerna Pharmaceuticals Inc,DRNA,Weissman James BCOO,"4,360",$25.21,"$109,903","31,860(Direct)",View
250,2020-12-01Sale,2020-12-038:24 pm,Lemonade Inc.,LMND,Schreiber Daniel A.CEO10% Owner,"168,750",$74.17,"$12,516,526","604,750(IndirectDirect)",View
251,2020-12-01Sale,2020-12-038:25 pm,CrowdStrike Holdings Inc.,CRWD,Black ColinCOO,"20,000",$158.47,"$3,169,304","121,173(Direct)",View
252,2020-12-01Sale,2020-12-038:26 pm,Dicerna Pharmaceuticals Inc,DRNA,Brown Bob DSee Remarks,"8,185",$25.19,"$206,206","26,517(Direct)",View
253,2020-12-01Sale,2020-12-038:27 pm,Resonant Inc,RESN,Carberry MarybethVP,"25,311",$2.1858,"$55,325","76,877(Direct)",View
254,2020-12-01Sale,2020-12-038:30 pm,BIOLIFE SOLUTIONS INC,BLFS,Rice MichaelCEO,813,$35.49,"$28,853","202,843(Direct)",View
255,2020-12-01Sale,2020-12-038:31 pm,BIOLIFE SOLUTIONS INC,BLFS,Foster Karen A.Chief Quality Officer,166,$35.49,"$5,891","50,742(Direct)",View
256,2020-12-01Sale,2020-12-038:31 pm,BIOLIFE SOLUTIONS INC,BLFS,Mathew Aby J.Exec VP & Chief Scientific Off,380,$35.49,"$13,486","180,422(Direct)",View
257,2020-12-01Sale,2020-12-038:32 pm,10x Genomics Inc.,TXG,CRUTCHFIELD BRADFORDChief Commercial Officer,"17,000",$151.29,"$2,571,982",963(Direct),View
258,2020-12-01Sale,2020-12-038:34 pm,10x Genomics Inc.,TXG,Hindson Benjamin J.Director10% Owner,"33,750",$151.32,"$5,107,148","67,500(Direct)",View
259,2020-12-01Sale,2020-12-038:34 pm,10x Genomics Inc.,TXG,McAnear Justin J.CFO,"10,000",$151.46,"$1,514,612",933(Direct),View
260,2020-12-01Sale,2020-12-038:35 pm,10x Genomics Inc.,TXG,Saxonov SergeCEO10% Owner,"10,000",$151.4,"$1,513,953","967,181(Direct)",View
261,2020-12-01Sale,2020-12-038:36 pm,10x Genomics Inc.,TXG,STUELPNAGEL JOHN RDirector,"7,500",$151.23,"$1,134,228","495,991(Direct)",View
262,2020-12-01Sale,2020-12-038:36 pm,Arista Networks Inc.,ANET,Brennan Ita MCFO,"3,930",$271.61,"$1,067,421","7,047(Direct)",View
263,2020-12-01Sale,2020-12-038:36 pm,Arista Networks Inc.,ANET,Sadana AnshulCOO,"2,737",$270.96,"$741,610","2,975(Direct)",View
264,2020-12-02Sale,2020-12-038:36 pm,Arista Networks Inc.,ANET,Scheinman DanielDirector,"9,334",$271.03,"$2,529,823","8,484(Direct)",View
265,2020-12-01Sale,2020-12-038:37 pm,Arista Networks Inc.,ANET,Taxay MarcVP,"2,657",$271.9,"$722,446",0(Direct),View
266,2020-12-01Sale,2020-12-038:37 pm,Arista Networks Inc.,ANET,Ullal JayshreeCEO,"54,855",$271.63,"$14,900,395","2,168,499(IndirectDirect)",View
267,2020-12-01Sale,2020-12-038:37 pm,Arista Networks Inc.,ANET,Ullal JayshreeCEO,"10,293",$271.48,"$2,794,355","2,158,206(IndirectDirect)",View
268,2020-12-01Sale,2020-12-038:39 pm,GLAUKOS Corp,GKOS,LINK WILLIAM J PHDDirector,"50,000",$67.97,"$3,398,322","15,439(IndirectDirect)",View
269,2020-12-01Sale,2020-12-038:41 pm,Penumbra Inc,PEN,Pray James RobertPresident,"5,000",$215.93,"$1,079,655","433,431(IndirectDirect)",View
270,2020-12-01Sale,2020-12-038:53 pm,BICYCLE THERAPEUTICS plc,BCYC,Kalowski LeeCFO,"7,500",$22.5,"$168,750",0(Direct),View
271,2020-12-01Sale,2020-12-039:01 pm,Resonant Inc,RESN,Holmes George BCEO,"55,750",$2.171,"$121,033","426,796(Direct)",View
272,2020-12-01Sale,2020-12-039:10 pm,IGM Biosciences Inc.,IGMS,Chen Daniel ShinYuChief Medical Officer,608,$63.15,"$38,398","116,473(Direct)",View
273,2020-06-30Sale,2020-12-039:30 pm,MTBC Inc.,MTBC,DALY JOHN NDirector,"5,435",$10.31,"$56,024","58,500(Direct)",View
274,2020-12-01Sale,2020-12-039:31 pm,LyondellBasell Industries N.V.,LYB,AI INVESTMENTS HOLDINGS LLCAccess Industries Holdings LLCACCESS INDUSTRIES LLCACCESS INDUSTRIES MANAGEMENT LLCBlavatnik Len10% Owner,"1,778,839",$86.1,"$153,158,290","44,461,444(IndirectDirect)",View
275,2020-12-01Sale,2020-12-039:46 pm,Morphic Holding Inc.,MORF,Tipirneni Praveen P.CEO,"8,000",$31.24,"$249,919","638,474(IndirectDirect)",View
276,2020-12-02Sale,2020-12-0406:00 am,Y-mAbs Therapeutics Inc.,YMAB,Moller-San Pedro Claus JuanCEO,"50,000",$51.21,"$2,560,622","607,303(IndirectDirect)",View
277,2020-12-02Sale,2020-12-0408:30 am,PERDOCEO EDUCATION Corp,PRDO,NELSON TODD SCEO,"81,500",$11.45,"$933,181","942,759(Direct)",View
278,2020-12-03Sale,2020-12-0409:01 am,ZEBRA TECHNOLOGIES CORP,ZBRA,SMITH MICHAEL ADirector,"3,500",$372.9,"$1,305,150","10,267(Direct)",View
279,2020-12-02Sale,2020-12-0409:31 am,CATERPILLAR INC,CAT,Marvel Gary MichaelCAO,"4,634",$173.26,"$802,887",0(IndirectDirect),View
280,2020-12-02Sale,2020-12-0409:32 am,WSFS FINANCIAL CORP,WSFS,GREENPLATE PAUL SVP,"1,458",$39.58,"$57,712","5,560(IndirectDirect)",View
281,2020-12-02Sale,2020-12-0409:48 am,FMC CORP,FMC,Pfeiffer NicholasCorporate Controller,733,$118.5,"$86,861","11,547(IndirectDirect)",View
282,2020-12-03Sale,2020-12-0409:52 am,DEERE & CO,DE,Howze Marc ACAO,"20,467",$258.49,"$5,290,515","14,444(Direct)",View
283,2020-12-03Sale,2020-12-0409:53 am,COGENT COMMUNICATIONS HOLDINGS Inc,CCOI,KILMER HENRY WVP,"2,400",$58.01,"$139,224","31,200(Direct)",View
284,2020-12-03Sale,2020-12-0410:11 am,BANCFIRST CORP,BANF,Lawrence KevinVP,"2,500",$57.5,"$143,750",0(Direct),View
285,2020-12-02Sale,2020-12-0410:15 am,ENTERPRISE FINANCIAL SERVICES CORP,EFSC,Deutsch James F.Director,"16,283",$35,"$569,905","782,275(IndirectDirect)",View
286,2020-12-03Sale,2020-12-0410:44 am,Trinseo S.A.,TSE,M&G INVESTMENT MANAGEMENT LTD10% Owner,"2,000",$40.4,"$80,800","7,780,044(Indirect)",View
287,2020-12-02Sale,2020-12-0410:57 am,MetroCity Bankshares Inc.,MCBS,PAEK NACK YCEO,"15,600",$14.36,"$224,047","1,261,614(IndirectDirect)",View
288,2020-12-03Sale,2020-12-0411:32 am,VICOR CORP,VICR,SIMMS JAMES ACFO,"2,000",$82.75,"$165,500","13,250(Direct)",View
289,2020-12-03Sale,2020-12-0411:52 am,HNI CORP,HNI,Porcellato Larry BDirector,"1,000",$37.42,"$37,420","46,956(Direct)",View
290,2020-12-02Sale,2020-12-0411:55 am,Morningstar Inc.,MORN,Lyons William MDirector,"1,158",$202.33,"$234,298","17,036(Direct)",View
291,2020-11-27Sale(A),2020-12-0411:59 am,WIDEPOINT CORP,WYY,HOLLOWAY JASONEVP and Chief Sales and Market,"24,959",$11.25,"$280,789","32,294(IndirectDirect)",View
292,2020-12-03Sale,2020-12-0412:16 pm,SCHWAB CHARLES CORP,SCHW,SCHWAB CHARLES RChairman,"98,870",$50.49,"$4,992,263","74,271,496(Indirect)",View
293,2020-12-03Sale,2020-12-0412:17 pm,LEGGETT & PLATT INC,LEG,Douglas Scott SVP,"9,000",$43.67,"$393,038","40,545(Direct)",View
294,2020-12-03Sale,2020-12-0412:17 pm,AMKOR TECHNOLOGY Inc,AMKR,Stone John CharlesVP,"28,125",$15.25,"$428,906","25,016(IndirectDirect)",View
295,2020-12-02Sale,2020-12-0412:25 pm,Altair Engineering Inc.,ALTR,Christ George J10% Owner,"63,948",$52.89,"$3,382,504",0(Indirect),View
296,2020-12-02Sale,2020-12-0412:26 pm,Altair Engineering Inc.,ALTR,Christ Revocable Trust10% Owner,"63,948",$52.89,"$3,382,504",0(Direct),View
297,2020-12-02Sale,2020-12-0412:34 pm,DONEGAL GROUP INC,DGICA,HAEFNER FRANCIS JOSEPH JRVP,"35,000",$14.2,"$497,000","4,710(Direct)",View
298,2020-12-02Sale,2020-12-0412:36 pm,MERCURY SYSTEMS INC,MRCY,ASLETT MARKCEO,"2,500",$71.88,"$179,691","273,958(Direct)",View
299,2020-12-01Sale,2020-12-0412:51 pm,Oaktree Strategic Income Corp,OCSI,TANNENBAUM LEONARD M10% Owner,400,$7.8,"$3,120","6,011,590(IndirectDirect)",View
300,2020-12-02Sale,2020-12-0412:52 pm,Harbor Custom Development Inc.,HCDI,Griffin SterlingCEO,"82,826",$4.59,"$380,171","2,734,957(Indirect)",View
301,2020-12-01Sale,2020-12-041:02 pm,LATTICE SEMICONDUCTOR CORP,LSCC,MAJOR JOHN EDirector,"1,000",$42.49,"$42,490","31,058(Direct)",View
302,2020-12-02Sale,2020-12-041:12 pm,NAUTILUS Inc,NLS,McGregor JayVP,"4,926",$19.88,"$97,929",211(Direct),View
303,2020-12-02Sale,2020-12-041:28 pm,SCHLUMBERGER LIMITED,SLB,BELANI ASHOKVP,"25,000",$21.76,"$543,895","257,514(IndirectDirect)",View
304,2020-12-03Sale,2020-12-041:28 pm,MOHAWK INDUSTRIES INC,MHK,De Cock Paul FPresident,"1,208",$132.54,"$160,114","20,467(Direct)",View
305,2020-12-03Sale,2020-12-041:30 pm,SCHLUMBERGER LIMITED,SLB,Laureles Saul R.Director Corporate Legal,"5,000",$21.85,"$109,250","15,143(Direct)",View
306,2020-12-04Sale,2020-12-041:34 pm,HomeTrust Bancshares Inc.,HTBI,Stonestreet Dana L.CEO,"5,000",$18.52,"$92,604","196,105(IndirectDirect)",View
307,2020-12-02Sale,2020-12-041:35 pm,Oaktree Specialty Lending Corp,OCSL,TANNENBAUM LEONARD M10% Owner,"45,079",$5.6028,"$252,570","16,403,993(IndirectDirect)",View
308,2020-11-24Sale,2020-12-041:39 pm,ALTAIR INTERNATIONAL CORP.,ATAO,EROP Capital LLCOwner of 9.9% of Issuer,"65,358",$0.24847,"$16,240","50,481,164(Direct)",View
309,2020-12-03Sale,2020-12-041:54 pm,MGP INGREDIENTS INC,MGPI,Seaberg KarenDirector,"7,693",$43.4,"$333,893","102,358(IndirectDirect)",View
310,2020-12-03Sale,2020-12-041:58 pm,SILICON LABORATORIES Inc,SLAB,Thompson Daniel MarkVP,300,$120.14,"$36,042","32,550(Direct)",View
311,2020-12-03Sale,2020-12-042:06 pm,SILICON LABORATORIES Inc,SLAB,SOOCH NAVDEEP SDirector,"5,769",$120.06,"$692,626","426,300(Direct)",View
312,2017-03-09Sale,2020-12-042:20 pm,RADIANT LOGISTICS INC,RLGT,Goldstein ArnoldChief Commercial Officer,"7,000",$4.8214,"$33,749","11,237(Direct)",View
313,2020-11-30Sale,2020-12-042:26 pm,II-VI INC,IIVI,Koeppen ChristopherCTO,"1,828",$66.78,"$122,074","25,025(IndirectDirect)",View
314,2020-12-02Sale,2020-12-042:51 pm,HORTON D R INC,DHI,BUCHANAN MICHAEL RDirector,"23,076",$70.35,"$1,623,385",470(IndirectDirect),View
315,2020-12-02Sale,2020-12-042:58 pm,RAYMOND JAMES FINANCIAL INC,RJF,REILLY PAUL CCEOChairman,"40,412",$94.51,"$3,819,517","85,868(IndirectDirect)",View
316,2020-12-01Sale,2020-12-043:28 pm,SOLAREDGE TECHNOLOGIES Inc,SEDG,Adest MeirVP,82,$274.43,"$22,503","302,726(Direct)",View
317,2020-12-01Sale,2020-12-043:30 pm,SOLAREDGE TECHNOLOGIES Inc,SEDG,Prishkolnik RachelVP,82,$274.43,"$22,503","25,303(Direct)",View
318,2020-12-01Sale,2020-12-043:31 pm,SOLAREDGE TECHNOLOGIES Inc,SEDG,Lando ZviCEO,82,$274.43,"$22,503","47,124(Direct)",View
319,2020-12-01Sale,2020-12-043:32 pm,SOLAREDGE TECHNOLOGIES Inc,SEDG,Bechor UriCOO,82,$274.43,"$22,503","17,147(Direct)",View
